               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  92,            0.049158,            0.043323,            0.013162,             0.38557,             0.28572,             0.25983,             0.13096,            0.060294,            0.030676,            0.028166,           0.0024925,           0.0024925,           0.0024925
                  93,            0.049021,            0.043025,            0.013214,             0.43391,             0.26836,             0.25535,             0.13171,            0.060699,            0.031047,            0.027995,             0.00241,             0.00241,             0.00241
                  94,             0.04917,            0.043426,            0.012651,             0.36221,              0.2753,             0.24852,             0.12859,            0.060349,            0.030923,            0.027951,           0.0023275,           0.0023275,           0.0023275
                  95,            0.048727,            0.043699,            0.012909,             0.40442,             0.27618,             0.25583,             0.13246,             0.06022,            0.031162,            0.027608,            0.002245,            0.002245,            0.002245
                  96,            0.048599,             0.04275,             0.01264,             0.39981,             0.28316,             0.25947,             0.13342,            0.060689,            0.030724,            0.027896,           0.0021625,           0.0021625,           0.0021625
                  97,            0.048501,            0.043255,            0.012503,             0.40896,             0.28428,              0.2587,             0.12893,            0.060823,              0.0309,            0.027104,             0.00208,             0.00208,             0.00208
                  98,            0.048346,            0.042626,            0.012587,             0.37621,             0.26174,             0.23798,              0.1218,            0.060711,             0.03116,            0.028368,           0.0019975,           0.0019975,           0.0019975
                  99,             0.04796,            0.042732,            0.011874,             0.42084,             0.26219,             0.24228,             0.11887,            0.060542,            0.031512,            0.028368,            0.001915,            0.001915,            0.001915
                 100,            0.047739,            0.042096,            0.012077,             0.40003,             0.26278,             0.25556,             0.12767,            0.060747,            0.031663,            0.028482,           0.0018325,           0.0018325,           0.0018325
                 101,            0.047545,             0.04227,            0.012022,             0.43275,             0.27186,             0.25837,             0.13125,            0.060452,            0.031526,            0.028192,             0.00175,             0.00175,             0.00175
                 102,            0.047595,            0.042957,            0.011876,             0.38229,             0.29567,             0.25602,             0.13062,            0.060408,            0.031668,            0.028552,           0.0016675,           0.0016675,           0.0016675
                 103,            0.046983,            0.041824,            0.011943,             0.45312,             0.28422,             0.25963,              0.1312,            0.060441,            0.031431,            0.028135,            0.001585,            0.001585,            0.001585
                 104,            0.047158,            0.041862,            0.011583,             0.40086,             0.28525,             0.26467,             0.13292,            0.060694,            0.031587,            0.028507,           0.0015025,           0.0015025,           0.0015025
                 105,            0.047445,            0.042096,            0.011439,             0.41169,             0.26298,               0.257,             0.12833,            0.060683,            0.031827,            0.027781,             0.00142,             0.00142,             0.00142
                 106,            0.046542,            0.041841,            0.011497,             0.46552,              0.2601,             0.25426,             0.12849,            0.060831,             0.03147,            0.027321,           0.0013375,           0.0013375,           0.0013375
                 107,            0.046585,            0.041238,            0.011139,              0.4506,             0.25866,             0.25976,             0.13194,            0.061118,            0.031671,             0.02779,            0.001255,            0.001255,            0.001255
                 108,            0.046578,            0.041151,            0.011397,             0.37384,             0.28659,             0.26197,             0.13342,            0.061211,            0.031778,            0.028072,           0.0011725,           0.0011725,           0.0011725
                 109,             0.04641,            0.041308,            0.011265,             0.39144,             0.29374,             0.25739,             0.13346,            0.061237,            0.031773,            0.028336,             0.00109,             0.00109,             0.00109
                 110,            0.046304,            0.041424,            0.011281,             0.38339,             0.29354,             0.25869,             0.13394,            0.061228,             0.03199,            0.028124,           0.0010075,           0.0010075,           0.0010075
                 111,            0.046181,            0.041271,            0.010769,             0.39935,             0.28142,             0.26679,             0.13591,             0.06132,            0.032056,            0.028087,            0.000925,            0.000925,            0.000925
                 112,            0.046046,             0.04115,            0.010704,             0.42034,             0.28083,             0.27045,             0.13668,            0.061205,            0.032065,            0.028513,           0.0008425,           0.0008425,           0.0008425
                 113,            0.045474,            0.040471,            0.010585,             0.41819,             0.28893,             0.26845,             0.13652,            0.061294,             0.03223,            0.027979,             0.00076,             0.00076,             0.00076
                 114,            0.045993,            0.041216,            0.010668,             0.35858,             0.28581,             0.25901,             0.13022,            0.061403,            0.032336,            0.028319,           0.0006775,           0.0006775,           0.0006775
                 115,            0.045778,            0.040749,            0.010738,             0.36778,             0.27668,             0.25485,             0.12744,             0.06143,            0.032321,             0.02814,            0.000595,            0.000595,            0.000595
                 116,            0.045611,            0.040298,            0.010419,             0.35248,             0.29654,             0.25782,             0.13019,             0.06126,            0.032128,            0.028157,           0.0005125,           0.0005125,           0.0005125
                 117,            0.045788,            0.040728,            0.010221,             0.39922,             0.28181,             0.25955,             0.13096,            0.061441,            0.032035,            0.028144,             0.00043,             0.00043,             0.00043
                 118,            0.045321,            0.040551,           0.0099863,             0.42531,             0.27036,             0.26231,             0.13374,            0.061584,            0.032343,            0.028448,           0.0003475,           0.0003475,           0.0003475
                 119,            0.045214,            0.040287,            0.010171,             0.40215,             0.28111,             0.25976,             0.13303,            0.061437,            0.032361,            0.028493,            0.000265,            0.000265,            0.000265
