               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,             0.04589,            0.054596,              0.0109,             0.57186,             0.48598,             0.48553,             0.29377,            0.044989,            0.031602,            0.013851,            0.004654,            0.004654,            0.004654
                 164,             0.04571,            0.054089,            0.010819,              0.5759,             0.48542,             0.48585,             0.29411,             0.04498,            0.031598,            0.013869,            0.004621,            0.004621,            0.004621
                 165,            0.045801,            0.054335,            0.010816,             0.58059,             0.48133,             0.48464,             0.29382,            0.044979,            0.031597,            0.013887,            0.004588,            0.004588,            0.004588
                 166,            0.045797,            0.054135,             0.01069,                0.58,             0.48319,              0.4846,             0.29356,            0.044978,            0.031597,            0.013899,            0.004555,            0.004555,            0.004555
                 167,            0.045727,            0.054319,            0.010719,             0.58371,             0.48224,              0.4844,             0.29334,            0.044972,            0.031597,            0.013903,            0.004522,            0.004522,            0.004522
                 168,            0.045636,            0.054346,            0.010615,             0.58355,             0.48119,             0.48453,             0.29367,             0.04497,            0.031601,            0.013914,            0.004489,            0.004489,            0.004489
                 169,            0.045595,            0.054268,            0.010566,             0.58387,             0.48271,             0.48502,             0.29364,            0.044963,            0.031606,            0.013918,            0.004456,            0.004456,            0.004456
                 170,            0.045584,             0.05396,            0.010638,             0.58233,             0.48293,             0.48512,             0.29394,             0.04496,            0.031613,            0.013926,            0.004423,            0.004423,            0.004423
                 171,            0.045467,            0.054087,            0.010458,             0.58863,             0.48383,             0.48632,             0.29448,            0.044958,            0.031613,             0.01394,             0.00439,             0.00439,             0.00439
                 172,            0.045401,            0.053687,            0.010525,              0.5879,             0.48119,             0.48563,             0.29451,            0.044956,            0.031614,            0.013948,            0.004357,            0.004357,            0.004357
                 173,            0.045503,            0.053664,            0.010508,             0.58749,             0.48118,              0.4858,             0.29443,            0.044956,            0.031618,            0.013955,            0.004324,            0.004324,            0.004324
                 174,            0.045398,             0.05361,            0.010528,             0.58763,             0.47986,             0.48587,             0.29444,            0.044951,            0.031622,            0.013959,            0.004291,            0.004291,            0.004291
                 175,            0.045326,            0.054186,            0.010429,             0.58465,             0.48212,             0.48565,             0.29455,            0.044948,            0.031624,            0.013968,            0.004258,            0.004258,            0.004258
                 176,            0.045279,            0.053657,            0.010418,             0.58699,             0.47953,             0.48678,             0.29462,            0.044945,            0.031624,            0.013972,            0.004225,            0.004225,            0.004225
                 177,            0.045218,            0.053869,            0.010348,             0.58933,             0.47854,             0.48583,             0.29401,            0.044936,            0.031629,            0.013984,            0.004192,            0.004192,            0.004192
                 178,            0.045255,            0.053767,            0.010384,             0.59101,             0.47956,             0.48547,             0.29392,             0.04493,            0.031641,            0.014001,            0.004159,            0.004159,            0.004159
                 179,            0.045151,            0.053651,            0.010273,             0.58827,             0.48084,              0.4851,              0.2936,            0.044929,            0.031644,            0.014011,            0.004126,            0.004126,            0.004126
                 180,             0.04497,            0.053296,            0.010287,             0.58697,             0.48274,             0.48519,              0.2938,            0.044926,            0.031649,            0.014016,            0.004093,            0.004093,            0.004093
                 181,            0.045092,            0.053662,            0.010208,             0.58829,             0.47977,              0.4859,             0.29447,            0.044922,             0.03165,            0.014034,             0.00406,             0.00406,             0.00406
                 182,            0.044912,            0.053475,             0.01017,             0.58926,             0.48183,             0.48583,             0.29474,            0.044921,            0.031655,            0.014051,            0.004027,            0.004027,            0.004027
                 183,            0.045066,            0.053291,            0.010153,              0.5892,             0.48304,             0.48573,             0.29475,            0.044926,            0.031658,             0.01407,            0.003994,            0.003994,            0.003994
                 184,             0.04502,            0.053377,            0.010248,             0.59118,             0.48078,             0.48571,             0.29495,            0.044929,            0.031663,            0.014088,            0.003961,            0.003961,            0.003961
                 185,             0.04486,            0.053162,            0.010042,             0.59103,             0.48139,             0.48535,             0.29518,            0.044935,             0.03167,            0.014115,            0.003928,            0.003928,            0.003928
                 186,            0.044884,            0.053449,            0.010112,             0.59291,             0.48051,             0.48527,             0.29521,            0.044935,            0.031678,            0.014142,            0.003895,            0.003895,            0.003895
                 187,            0.044917,            0.053029,            0.010077,             0.59242,             0.48128,             0.48516,             0.29534,            0.044936,            0.031687,            0.014165,            0.003862,            0.003862,            0.003862
                 188,            0.044787,            0.053285,           0.0099461,             0.59742,             0.47833,             0.48454,             0.29556,            0.044936,            0.031698,            0.014183,            0.003829,            0.003829,            0.003829
                 189,            0.044736,            0.052798,            0.010035,              0.6014,             0.47363,             0.48465,             0.29613,            0.044931,            0.031708,            0.014208,            0.003796,            0.003796,            0.003796
                 190,            0.044745,             0.05289,            0.010068,             0.59837,             0.47381,             0.48471,             0.29606,            0.044931,            0.031711,            0.014223,            0.003763,            0.003763,            0.003763
                 191,            0.044666,            0.052743,            0.010004,             0.59279,             0.47719,             0.48449,             0.29581,            0.044937,            0.031718,            0.014244,             0.00373,             0.00373,             0.00373
                 192,            0.044678,            0.053185,           0.0098119,             0.58824,             0.47832,             0.48472,             0.29585,            0.044941,            0.031722,            0.014274,            0.003697,            0.003697,            0.003697
                 193,            0.044717,            0.053052,           0.0098211,             0.59933,             0.47402,             0.48479,             0.29585,            0.044942,            0.031728,            0.014298,            0.003664,            0.003664,            0.003664
                 194,            0.044559,            0.052883,           0.0097502,             0.59267,             0.47496,             0.48404,             0.29579,            0.044941,            0.031732,            0.014313,            0.003631,            0.003631,            0.003631
                 195,             0.04445,            0.052741,           0.0098444,             0.58968,             0.47672,             0.48432,             0.29627,             0.04494,            0.031736,            0.014325,            0.003598,            0.003598,            0.003598
                 196,            0.044436,            0.052639,           0.0097351,             0.58947,              0.4747,             0.48434,             0.29619,            0.044936,             0.03174,            0.014336,            0.003565,            0.003565,            0.003565
                 197,            0.044414,            0.052782,           0.0097748,             0.59582,             0.47115,             0.48478,             0.29663,            0.044939,            0.031749,            0.014355,            0.003532,            0.003532,            0.003532
                 198,            0.044364,            0.052478,           0.0096683,              0.6003,             0.46818,               0.484,             0.29662,            0.044944,            0.031757,             0.01438,            0.003499,            0.003499,            0.003499
                 199,            0.044214,            0.052307,           0.0097119,             0.59854,             0.46696,             0.48449,             0.29653,            0.044952,            0.031767,            0.014394,            0.003466,            0.003466,            0.003466
                 200,            0.044261,            0.052412,           0.0096831,             0.59625,              0.4684,             0.48452,             0.29704,            0.044957,            0.031776,             0.01441,            0.003433,            0.003433,            0.003433
                 201,            0.044133,            0.052387,           0.0097042,             0.60084,             0.46623,             0.48483,             0.29718,            0.044959,            0.031781,            0.014431,              0.0034,              0.0034,              0.0034
                 202,            0.044301,            0.052219,           0.0095862,             0.59652,             0.46877,             0.48473,             0.29738,            0.044962,            0.031791,             0.01445,            0.003367,            0.003367,            0.003367
                 203,            0.044184,            0.052247,           0.0095699,             0.59232,             0.47439,             0.48522,             0.29783,            0.044961,             0.03181,            0.014471,            0.003334,            0.003334,            0.003334
                 204,            0.044199,            0.052666,           0.0095729,             0.59542,             0.47577,             0.48541,             0.29742,            0.044969,            0.031822,            0.014495,            0.003301,            0.003301,            0.003301
                 205,            0.044095,            0.052118,           0.0094668,             0.59735,              0.4748,              0.4849,             0.29761,            0.044974,            0.031835,            0.014516,            0.003268,            0.003268,            0.003268
                 206,            0.044106,            0.052121,           0.0095151,              0.5965,             0.47545,             0.48437,             0.29795,            0.044985,            0.031845,            0.014543,            0.003235,            0.003235,            0.003235
                 207,            0.043936,            0.052368,           0.0093501,             0.59395,             0.47539,             0.48482,             0.29796,            0.044986,            0.031861,            0.014562,            0.003202,            0.003202,            0.003202
                 208,            0.043995,            0.052419,           0.0093974,             0.59164,             0.47652,             0.48387,             0.29755,            0.044995,            0.031872,            0.014581,            0.003169,            0.003169,            0.003169
                 209,            0.043992,            0.052405,           0.0093191,             0.58896,             0.47587,             0.48404,             0.29774,            0.045007,            0.031887,            0.014595,            0.003136,            0.003136,            0.003136
                 210,            0.043759,            0.052027,           0.0092908,             0.60067,             0.47035,             0.48379,             0.29776,            0.045015,              0.0319,             0.01461,            0.003103,            0.003103,            0.003103
                 211,            0.043693,            0.052093,            0.009192,             0.59973,             0.46935,             0.48392,             0.29753,            0.045023,            0.031912,            0.014625,             0.00307,             0.00307,             0.00307
                 212,            0.043788,            0.052629,           0.0093192,             0.59584,             0.47163,             0.48337,             0.29759,            0.045028,            0.031925,            0.014637,            0.003037,            0.003037,            0.003037
                 213,            0.043633,            0.051981,           0.0091715,             0.59908,             0.46989,             0.48378,             0.29725,            0.045031,            0.031936,            0.014659,            0.003004,            0.003004,            0.003004
                 214,            0.043586,            0.051893,           0.0091403,             0.59369,             0.47225,             0.48318,             0.29714,            0.045035,            0.031944,             0.01468,            0.002971,            0.002971,            0.002971
                 215,            0.043575,            0.051591,           0.0092606,             0.58952,             0.47478,             0.48296,             0.29684,            0.045041,            0.031949,            0.014696,            0.002938,            0.002938,            0.002938
                 216,            0.043605,            0.051961,           0.0091422,             0.58432,             0.47805,             0.48278,             0.29669,            0.045048,            0.031958,            0.014719,            0.002905,            0.002905,            0.002905
                 217,            0.043473,            0.051977,            0.009105,             0.58469,             0.47855,             0.48257,             0.29664,            0.045055,            0.031966,            0.014745,            0.002872,            0.002872,            0.002872
                 218,            0.043447,            0.051546,            0.009011,             0.58184,             0.47832,             0.48272,             0.29693,            0.045059,            0.031974,            0.014766,            0.002839,            0.002839,            0.002839
                 219,            0.043337,            0.051245,           0.0089785,              0.5796,             0.47897,             0.48305,             0.29673,            0.045066,            0.031984,            0.014801,            0.002806,            0.002806,            0.002806
                 220,            0.043325,            0.051405,           0.0089941,             0.58184,             0.47997,             0.48231,             0.29645,            0.045067,               0.032,            0.014832,            0.002773,            0.002773,            0.002773
                 221,             0.04332,            0.051482,           0.0088962,             0.58136,             0.47767,             0.48229,             0.29726,            0.045068,            0.032014,            0.014867,             0.00274,             0.00274,             0.00274
                 222,             0.04339,             0.05139,            0.008999,             0.58866,             0.47636,             0.48206,             0.29715,            0.045067,            0.032025,            0.014892,            0.002707,            0.002707,            0.002707
                 223,            0.043279,            0.051486,           0.0088951,             0.58614,             0.47601,             0.48222,             0.29673,            0.045072,            0.032038,            0.014916,            0.002674,            0.002674,            0.002674
                 224,             0.04311,            0.051192,           0.0089378,             0.58418,              0.4774,             0.48201,             0.29661,             0.04508,            0.032048,             0.01494,            0.002641,            0.002641,            0.002641
                 225,            0.043026,             0.05119,           0.0088815,             0.58246,             0.47789,             0.48122,             0.29636,             0.04509,            0.032066,            0.014966,            0.002608,            0.002608,            0.002608
                 226,            0.043019,            0.050873,           0.0088801,             0.58349,              0.4779,             0.48176,             0.29629,            0.045098,            0.032076,            0.014998,            0.002575,            0.002575,            0.002575
                 227,            0.042927,            0.050722,           0.0087955,             0.58368,             0.47893,             0.48184,             0.29625,            0.045106,            0.032082,            0.015025,            0.002542,            0.002542,            0.002542
                 228,            0.042953,            0.050774,           0.0086742,              0.5807,             0.48034,             0.48095,             0.29601,            0.045117,            0.032099,            0.015052,            0.002509,            0.002509,            0.002509
                 229,            0.043031,            0.050845,           0.0087701,             0.57691,             0.48148,             0.48052,             0.29625,            0.045126,            0.032109,            0.015076,            0.002476,            0.002476,            0.002476
                 230,             0.04277,            0.050929,            0.008686,             0.58092,              0.4788,             0.48028,             0.29594,            0.045138,            0.032116,            0.015102,            0.002443,            0.002443,            0.002443
                 231,            0.042608,            0.050688,           0.0087161,             0.58115,             0.47878,             0.48083,             0.29584,            0.045147,            0.032125,            0.015131,             0.00241,             0.00241,             0.00241
                 232,            0.042648,            0.050733,           0.0086003,              0.5817,             0.47863,             0.48111,             0.29617,            0.045158,            0.032138,            0.015157,            0.002377,            0.002377,            0.002377
                 233,            0.042624,            0.050744,           0.0085316,             0.58375,             0.47785,             0.48108,             0.29647,            0.045166,            0.032148,            0.015181,            0.002344,            0.002344,            0.002344
                 234,            0.042615,            0.050258,           0.0084616,             0.58683,             0.47426,             0.48123,             0.29615,             0.04518,            0.032161,            0.015206,            0.002311,            0.002311,            0.002311
                 235,            0.042594,            0.050766,           0.0084977,             0.58673,             0.47724,             0.48139,             0.29624,            0.045194,            0.032178,            0.015238,            0.002278,            0.002278,            0.002278
                 236,            0.042447,            0.050939,           0.0084699,             0.59365,             0.47322,             0.48131,             0.29604,            0.045207,            0.032196,            0.015268,            0.002245,            0.002245,            0.002245
                 237,             0.04239,            0.050328,           0.0084123,             0.59166,             0.47171,             0.48081,             0.29592,            0.045214,            0.032213,            0.015285,            0.002212,            0.002212,            0.002212
                 238,            0.042413,            0.050418,           0.0083889,             0.59557,             0.46617,             0.48039,             0.29559,            0.045224,            0.032231,            0.015313,            0.002179,            0.002179,            0.002179
                 239,            0.042341,             0.05053,           0.0083592,             0.59723,              0.4631,              0.4801,             0.29599,            0.045231,            0.032251,             0.01534,            0.002146,            0.002146,            0.002146
                 240,            0.042168,            0.050179,           0.0082424,               0.598,             0.46022,             0.47949,             0.29553,            0.045243,            0.032272,            0.015363,            0.002113,            0.002113,            0.002113
                 241,            0.042196,            0.049947,           0.0082784,             0.60063,             0.45941,             0.47956,             0.29543,            0.045253,             0.03229,            0.015385,             0.00208,             0.00208,             0.00208
                 242,            0.042205,            0.049989,           0.0082496,             0.59744,             0.46253,             0.47954,             0.29564,             0.04526,            0.032311,            0.015407,            0.002047,            0.002047,            0.002047
                 243,            0.042107,            0.049606,           0.0082267,              0.5937,             0.46526,             0.47922,             0.29533,            0.045274,            0.032331,            0.015436,            0.002014,            0.002014,            0.002014
                 244,            0.042048,            0.049764,           0.0081761,             0.59084,             0.46685,             0.47927,             0.29586,            0.045284,            0.032349,             0.01546,            0.001981,            0.001981,            0.001981
                 245,            0.041951,            0.049857,           0.0080502,             0.58543,             0.46981,             0.47876,             0.29572,            0.045296,            0.032373,             0.01549,            0.001948,            0.001948,            0.001948
                 246,            0.041892,            0.049906,           0.0079709,             0.57678,             0.47221,             0.47833,             0.29557,            0.045307,            0.032397,            0.015521,            0.001915,            0.001915,            0.001915
                 247,            0.041938,            0.049994,           0.0081045,             0.57735,             0.47181,             0.47806,              0.2948,            0.045314,            0.032415,            0.015551,            0.001882,            0.001882,            0.001882
                 248,            0.041851,            0.049411,           0.0079969,             0.58687,             0.46762,             0.47759,             0.29444,            0.045325,            0.032428,             0.01558,            0.001849,            0.001849,            0.001849
                 249,            0.041797,            0.049541,           0.0080485,             0.58338,             0.46763,             0.47737,             0.29507,            0.045338,            0.032443,            0.015596,            0.001816,            0.001816,            0.001816
                 250,            0.041721,            0.049436,            0.008004,             0.58841,             0.46649,             0.47787,             0.29512,            0.045348,             0.03246,            0.015616,            0.001783,            0.001783,            0.001783
                 251,            0.041617,            0.049257,           0.0078692,             0.59066,             0.46549,             0.47798,             0.29492,             0.04537,            0.032477,             0.01564,             0.00175,             0.00175,             0.00175
                 252,            0.041516,             0.04905,           0.0079289,             0.58665,             0.46811,             0.47752,             0.29472,            0.045387,              0.0325,            0.015662,            0.001717,            0.001717,            0.001717
                 253,             0.04147,            0.049442,            0.007849,             0.60388,             0.45819,             0.47712,             0.29394,            0.045401,             0.03252,            0.015681,            0.001684,            0.001684,            0.001684
                 254,            0.041506,            0.049757,            0.007879,             0.60657,             0.45697,              0.4776,             0.29436,            0.045416,            0.032543,            0.015702,            0.001651,            0.001651,            0.001651
                 255,            0.041356,            0.049423,           0.0076986,             0.59484,             0.46324,             0.47761,             0.29383,            0.045434,            0.032563,            0.015729,            0.001618,            0.001618,            0.001618
                 256,            0.041279,            0.048866,           0.0076559,              0.5937,             0.46331,              0.4772,             0.29359,            0.045452,            0.032583,            0.015761,            0.001585,            0.001585,            0.001585
                 257,            0.041189,            0.048979,           0.0076701,             0.60064,             0.46184,             0.47694,             0.29332,            0.045473,            0.032597,            0.015791,            0.001552,            0.001552,            0.001552
                 258,            0.041049,            0.049327,           0.0076444,             0.59983,             0.46157,             0.47665,             0.29333,             0.04549,            0.032615,            0.015819,            0.001519,            0.001519,            0.001519
                 259,            0.041011,             0.04867,            0.007641,             0.60705,             0.45804,             0.47614,             0.29384,            0.045509,            0.032633,            0.015853,            0.001486,            0.001486,            0.001486
                 260,            0.040949,            0.048659,            0.007654,              0.5987,             0.46199,             0.47609,             0.29358,            0.045528,            0.032653,            0.015888,            0.001453,            0.001453,            0.001453
                 261,            0.040924,            0.048574,            0.007616,             0.59398,             0.46441,             0.47571,             0.29336,            0.045544,            0.032673,            0.015917,             0.00142,             0.00142,             0.00142
                 262,            0.040849,            0.048521,           0.0074312,              0.5985,             0.46038,             0.47604,             0.29256,            0.045565,            0.032695,            0.015945,            0.001387,            0.001387,            0.001387
                 263,            0.040845,            0.048277,           0.0074918,             0.60227,             0.45778,             0.47583,             0.29275,            0.045585,            0.032714,            0.015975,            0.001354,            0.001354,            0.001354
                 264,            0.040745,            0.048137,           0.0074106,             0.59649,              0.4599,             0.47541,             0.29238,              0.0456,            0.032728,            0.016004,            0.001321,            0.001321,            0.001321
                 265,            0.040859,            0.048276,           0.0074244,             0.59067,             0.46249,             0.47524,             0.29209,            0.045615,            0.032749,            0.016043,            0.001288,            0.001288,            0.001288
                 266,            0.040743,            0.048304,           0.0074208,             0.59228,             0.46157,             0.47488,             0.29196,            0.045632,            0.032767,            0.016075,            0.001255,            0.001255,            0.001255
                 267,            0.040512,            0.047811,            0.007371,             0.59171,             0.46106,             0.47507,             0.29231,            0.045649,            0.032789,            0.016102,            0.001222,            0.001222,            0.001222
                 268,            0.040529,            0.048159,           0.0073006,             0.59942,             0.45618,             0.47446,             0.29184,            0.045665,            0.032812,            0.016132,            0.001189,            0.001189,            0.001189
                 269,            0.040446,            0.047665,           0.0073152,             0.59894,             0.45707,             0.47475,             0.29173,            0.045685,            0.032835,            0.016155,            0.001156,            0.001156,            0.001156
                 270,            0.040468,            0.047579,            0.007229,             0.60073,             0.45631,             0.47468,             0.29148,            0.045707,            0.032863,            0.016181,            0.001123,            0.001123,            0.001123
                 271,             0.04034,            0.047692,           0.0071746,             0.60075,             0.45848,             0.47405,             0.29116,            0.045729,            0.032891,            0.016205,             0.00109,             0.00109,             0.00109
                 272,            0.040421,             0.04765,           0.0071047,             0.59918,               0.458,              0.4736,             0.29115,            0.045752,            0.032922,            0.016233,            0.001057,            0.001057,            0.001057
                 273,            0.040323,            0.047753,           0.0070988,             0.60088,             0.45799,             0.47356,             0.29037,            0.045771,            0.032949,             0.01625,            0.001024,            0.001024,            0.001024
                 274,             0.04017,            0.047224,           0.0070531,             0.59928,             0.45938,              0.4738,             0.29068,             0.04579,            0.032975,            0.016273,            0.000991,            0.000991,            0.000991
                 275,            0.040117,            0.047245,           0.0071073,             0.59542,               0.459,             0.47307,             0.29077,             0.04581,            0.033001,            0.016297,            0.000958,            0.000958,            0.000958
                 276,            0.039974,            0.047311,           0.0069813,             0.59337,             0.46114,             0.47373,             0.29111,            0.045834,            0.033023,            0.016322,            0.000925,            0.000925,            0.000925
                 277,            0.039874,            0.047009,           0.0070001,             0.59161,             0.46276,             0.47327,              0.2908,             0.04586,            0.033041,             0.01635,            0.000892,            0.000892,            0.000892
                 278,            0.039929,            0.047312,           0.0069204,             0.59481,             0.46233,             0.47367,             0.29064,            0.045878,             0.03307,             0.01638,            0.000859,            0.000859,            0.000859
                 279,            0.039877,            0.047508,           0.0068757,             0.59409,             0.46206,             0.47371,              0.2907,            0.045896,            0.033089,              0.0164,            0.000826,            0.000826,            0.000826
                 280,            0.039807,             0.04726,           0.0068928,             0.59565,             0.46104,             0.47403,             0.29081,            0.045914,            0.033114,            0.016428,            0.000793,            0.000793,            0.000793
                 281,            0.039736,            0.046796,           0.0069286,             0.59174,             0.46065,              0.4737,             0.29064,            0.045934,            0.033142,            0.016458,             0.00076,             0.00076,             0.00076
                 282,            0.039655,            0.046516,           0.0067553,             0.58982,             0.45982,             0.47348,             0.29091,            0.045958,            0.033164,            0.016482,            0.000727,            0.000727,            0.000727
                 283,            0.039575,            0.046958,           0.0067147,              0.5959,             0.45908,             0.47284,             0.29063,            0.045981,            0.033186,            0.016507,            0.000694,            0.000694,            0.000694
                 284,            0.039423,            0.046617,            0.006686,              0.5967,             0.45997,             0.47259,              0.2908,            0.046003,            0.033208,            0.016523,            0.000661,            0.000661,            0.000661
                 285,             0.03939,            0.046489,           0.0067637,              0.5971,             0.45779,             0.47247,             0.29081,            0.046027,            0.033233,            0.016544,            0.000628,            0.000628,            0.000628
                 286,            0.039392,            0.046539,           0.0066284,             0.59535,             0.45961,             0.47252,             0.29095,             0.04605,             0.03326,            0.016574,            0.000595,            0.000595,            0.000595
                 287,            0.039172,            0.046341,           0.0066329,             0.60208,             0.45464,             0.47222,             0.29128,            0.046069,             0.03328,            0.016605,            0.000562,            0.000562,            0.000562
                 288,            0.039234,            0.046492,           0.0065499,             0.60268,             0.45714,              0.4728,             0.29108,            0.046096,            0.033306,            0.016641,            0.000529,            0.000529,            0.000529
                 289,            0.039227,            0.046269,             0.00655,             0.60057,             0.45732,             0.47256,             0.29099,             0.04612,            0.033332,            0.016674,            0.000496,            0.000496,            0.000496
                 290,            0.039168,            0.046317,           0.0064589,              0.5926,              0.4579,              0.4718,             0.29075,            0.046146,            0.033356,            0.016711,            0.000463,            0.000463,            0.000463
                 291,            0.039086,            0.045742,           0.0064961,             0.59501,             0.45661,              0.4714,             0.29072,            0.046167,            0.033389,            0.016746,             0.00043,             0.00043,             0.00043
                 292,            0.038968,            0.045894,           0.0064945,             0.58827,             0.46009,             0.47147,             0.29054,            0.046191,             0.03342,             0.01678,            0.000397,            0.000397,            0.000397
                 293,            0.038917,            0.046034,           0.0064233,             0.58602,             0.46016,              0.4709,             0.29036,            0.046217,            0.033449,            0.016817,            0.000364,            0.000364,            0.000364
                 294,            0.038808,            0.045384,            0.006355,             0.58094,             0.46079,             0.47085,             0.29069,            0.046242,            0.033481,            0.016846,            0.000331,            0.000331,            0.000331
                 295,            0.038671,            0.045763,           0.0063316,             0.58085,             0.46142,             0.47043,             0.29012,            0.046265,            0.033506,            0.016872,            0.000298,            0.000298,            0.000298
                 296,            0.038678,            0.045807,           0.0063825,             0.57925,             0.46079,             0.47016,             0.29011,            0.046291,            0.033532,            0.016906,            0.000265,            0.000265,            0.000265
                 297,            0.038602,            0.045628,           0.0062472,             0.57677,             0.46319,             0.46997,             0.28975,            0.046319,            0.033561,            0.016948,            0.000232,            0.000232,            0.000232
                 298,            0.038551,            0.045132,           0.0062317,             0.57222,             0.46297,             0.46955,             0.28967,            0.046346,            0.033591,            0.016985,            0.000199,            0.000199,            0.000199
                 299,            0.038566,            0.044973,           0.0062606,             0.57631,             0.46182,             0.46924,             0.28971,            0.046371,             0.03362,            0.017018,            0.000166,            0.000166,            0.000166
